teamName,privateScore,privateRank,publicScore,publicRank,rankDiff,attempts
xuyihang60,0.05458,505,0.03668,772,267,2
Srikanth Guduru,0.05451,506,0.04654,700,194,5
JcpApplications,0.05447,507,0.07685,416,-91,31
redpanda0304,0.05445,508,0.10878,129,-379,10
CEO @ КриптоБаза3000,0.05441,509,0.08249,357,-152,6
pumal,0.05439,510,0.10481,172,-338,5
ElfFei,0.05434,511,0.06904,482,-29,4
Sheldon Lam,0.05432,512,0.10325,188,-324,6
Krish_SRM,0.05424,513,0.10106,204,-309,3
Vojtěch Humpl,0.05401,514,0.05482,621,107,8
BRUH,0.05392,515,0.06161,545,30,10
Yaroslaw Voropaew,0.05386,516,0.05353,634,118,4
ejmera,0.05384,517,0.06468,521,4,6
Dany Kelzi,0.05379,518,0.05756,589,71,23
Long Issac Hair Fay,0.05378,519,0.09690,243,-276,7
harrodyuan,0.05369,520,0.08783,299,-221,10
PetaZ79,0.05368,521,0.05824,580,59,2
lxy325,0.05368,522,0.08889,292,-230,5
Dmitriy Ch,0.05366,523,0.02568,824,301,2
gopalm-ai,0.05362,524,0.05634,601,77,10
shiroka,0.05351,525,0.06936,477,-48,19
zxcDDD,0.05349,526,0.11062,122,-404,2
Praxitelis Ntokos,0.05348,527,0.04221,730,203,13
[Deleted] 77823102-44d5-4fb3-bc83-e44f69d000b4,0.05336,528,0.15039,11,-517,9
kaylascho Lawrene,0.05328,529,0.02553,825,296,6
Oliver Flynn,0.05324,530,0.09470,256,-274,6
Samisai,0.05324,531,0.10080,206,-325,23
Migrant Worker Data Hub,0.05318,532,0.09690,238,-294,6
jone jone,0.05315,533,0.10786,134,-399,25
AlleyMax,0.05302,534,0.06911,481,-53,11
Naman Durve,0.05298,535,0.07121,462,-73,4
LabubuFamily,0.05298,536,0.06936,478,-58,3
Yandong Zhang,0.05293,537,0.06646,505,-32,5
Grinding Beans,0.05285,538,0.04808,679,141,6
Zhengze Ren,0.05278,539,0.06752,495,-44,4
Arminas03,0.05272,540,0.09736,236,-304,45
Ashutosh Tiwari,0.05267,541,0.05395,629,88,10
Abubakar Magomedov,0.05264,542,0.06211,540,-2,2
aurora243,0.05263,543,0.06924,479,-64,9
Ravi kiran Uppalapati,0.05258,544,0.04172,732,188,5
[Deleted] 7faeae3a-25d5-4e0b-8cc8-46d8936911fc,0.05248,545,0.07631,420,-125,7
Verify It Is You,0.05239,546,0.09690,244,-302,8
Charles K Luis,0.05238,547,0.04245,729,182,2
Vishal Naik,0.05236,548,0.04918,667,119,5
Ensophea Toch,0.05204,549,0.06771,493,-56,14
Ahmet Kacmaz,0.05182,550,0.07536,426,-124,4
Tony Li,0.05181,551,0.06072,552,1,1
Julio Contreras,0.05179,552,0.08702,309,-243,44
Krish V Gada,0.05171,553,0.09690,239,-314,12
sanhuo11,0.05171,554,0.09690,240,-314,12
AN2796,0.05171,555,0.09690,241,-314,12
Pin That The Parking Lot,0.05171,556,0.09690,242,-314,13
Simon Makumi,0.05171,557,0.09690,245,-312,13
SUJIB BARMAN,0.05171,558,0.09690,246,-312,2
Ramazan Turan,0.05161,559,0.05621,604,45,1
Guolun Li,0.05158,560,0.11444,99,-461,4
samyuktha,0.05152,561,0.04658,699,138,3
Dur-e-Yashfeen,0.05121,562,0.08305,352,-210,1
xyang1,0.05119,563,0.10542,161,-402,31
Arnav Harshit 05,0.05114,564,0.05500,620,56,4
Hanpu Yao,0.05090,565,0.08939,288,-277,9
Sandhya Avasthi,0.05088,566,0.05481,622,56,1
beidixiaoxiong,0.05087,567,0.05201,647,80,6
Asem Hatamleh,0.05082,568,0.05397,628,60,3
Marcosshen #2,0.05079,569,0.09336,267,-302,9
Qing Zhe,0.05078,570,0.00808,906,336,2
Hew,0.05074,571,0.07838,401,-170,32
OxZhang,0.05074,572,0.11108,117,-455,14
Bhavya Arora,0.05060,573,0.03832,756,183,4
Gilad Kertesz Harduf,0.05038,574,0.06652,503,-71,3
Sunny Ann 69,0.05030,575,0.09967,216,-359,18
Genki Asahi,0.05028,576,0.05813,581,5,8
hhh,0.04999,577,0.04717,693,116,2
Saveliy Karpushkin,0.04981,578,0.08510,334,-244,3
Anisoulk,0.04977,579,0.04848,673,94,5
Borya,0.04977,580,0.03984,748,168,10
kapilsuara,0.04975,581,0.05752,591,10,5
Shubham Jain,0.04973,582,0.07668,417,-165,5
Ryougi_rain,0.04972,583,0.03795,765,182,6
Jimmy Huang,0.04971,584,0.06484,519,-65,2
Daniel Brotherhood,0.04970,585,0.05952,564,-21,5
ASHVIN,0.04968,586,0.05519,617,31,3
MALAY CHAND,0.04957,587,0.04128,737,150,12
Prasad.tgs,0.04955,588,0.04967,660,72,6
Mike Chaves,0.04945,589,0.04153,733,144,11
waticson,0.04942,590,0.05553,611,21,1
Nicks,0.04931,591,0.03559,775,184,5
Nihar Shah,0.04930,592,0.02426,834,242,2
taka@Moot,0.04914,593,0.03274,789,196,1
Erying Zhao,0.04910,594,0.08554,325,-269,2
Sahand Nazarzadeh,0.04901,595,0.04207,731,136,3
sharppink,0.04899,596,0.03825,759,163,6
Connor Stanley,0.04884,597,0.05515,618,21,1
YutingLi0835,0.04868,598,0.08931,289,-309,12
Kaichuan Guan,0.04861,599,0.03359,781,182,2
Sudarshini Tyagi,0.04859,600,0.05724,593,-7,6
Neal112,0.04844,601,0.10541,162,-439,22
İsmail Çaprak,0.04841,602,0.03290,785,183,2
ZXMATH,0.04824,603,0.04621,702,99,4
Youssef ES-SAAIDI,0.04820,604,0.00062,975,371,3
Vladimir Khismatullin,0.04801,605,0.06486,518,-87,1
"Kerry C. Cox, Jr.",0.04800,606,0.02745,809,203,3
PRADHYUMN YADAV,0.04795,607,0.03968,751,144,2
Muhammad Mohsin,0.04791,608,0.04592,704,96,1
Guanshuo Xu,0.04784,609,0.02452,833,224,1
yybxb,0.04777,610,0.09820,228,-382,7
Thariq Arian,0.04771,611,0.05450,623,12,11
Volodymyr,0.04767,612,0.01771,871,259,5
Ablay Dosmaganbetov,0.04764,613,0.08905,290,-323,3
Abhishek Patil,0.04763,614,0.04955,664,50,1
pranv11,0.04763,615,0.05679,597,-18,1
[Deleted] e4009c11-7177-4716-91d4-51251ccfc879,0.04739,616,0.11096,119,-497,2
Atharv Katkar,0.04738,617,0.05508,619,2,1
DavidLi13922795186,0.04736,618,0.02413,838,220,4
Ogwal Odyek,0.04733,619,0.04961,662,43,3
Pablo Figueroa,0.04722,620,0.06276,536,-84,3
Jose Hernandez,0.04712,621,0.06845,486,-135,41
musuf lin,0.04698,622,0.08992,285,-337,4
iusafa shen,0.04698,623,0.08992,286,-337,6
DASH,0.04697,624,0.05672,598,-26,4
Tobi Ajao,0.04694,625,0.02158,848,223,4
Gagan David ,0.04692,626,0.05646,600,-26,9
xsc1025,0.04689,627,0.12168,72,-555,69
Karthik,0.04685,628,0.08530,328,-300,44
vivek kumar 5148,0.04683,629,0.02938,798,169,2
Moroz Roman,0.04676,630,0.08618,320,-310,5
Robert Cruse Jr,0.04664,631,0.05220,644,13,5
SHUBHANKAR DUBEY,0.04663,632,0.09979,214,-418,18
Melvin Varghese,0.04656,633,0.05546,612,-21,4
KOUSHIK KUMAR DINDA,0.04644,634,0.04431,716,82,3
مساء الزبدة,0.04640,635,0.05631,602,-33,10
Hinata Kirima,0.04633,636,0.02180,847,211,5
Harish K,0.04622,637,0.05407,625,-12,9
Tharindu Karunarathna,0.04617,638,0.04817,676,38,1
Duhe_aa,0.04601,639,0.02416,836,197,9
Rikan Saha,0.04598,640,0.02391,840,200,4
zyy200012,0.04598,641,0.02391,841,200,3
Clement COUCHEVELLOU,0.04596,642,0.05777,586,-56,27
prasoon_gupta22,0.04571,643,0.05196,648,5,1
Nikolai Edkov,0.04564,644,0.04073,741,97,9
Mitchell Singh,0.04547,645,0.02477,830,185,1
Robo Games,0.04520,646,0.04059,743,97,4
Hari Rama karthikeyan,0.04505,647,0.11658,86,-561,1
aaa,0.04502,648,0.02480,829,181,2
math2quant,0.04476,649,0.06310,534,-115,10
Anuraj Chavan,0.04464,650,0.08136,365,-285,14
IZEK123,0.04455,651,0.03073,794,143,1
Lauris_berkeley,0.04453,652,0.08829,294,-358,13
AkiraIshikawa,0.04437,653,0.04735,691,38,4
High Sharpe,0.04432,654,0.05539,614,-40,7
Students,0.04428,655,0.02725,811,156,1
Riyadh Barka,0.04424,656,0.08183,363,-293,7
Josmar Augusto Fonseca Barbosa,0.04411,657,0.02831,803,146,1
yololiu,0.04409,658,0.05275,638,-20,3
NikolAiD153,0.04403,659,0.04695,695,36,6
Andry,0.04400,660,0.05528,616,-44,2
Isabelle999,0.04379,661,0.02379,842,181,1
NAtiNA,0.04377,662,0.05203,646,-16,17
Yuuki KON.PML,0.04377,663,0.09830,227,-436,15
Valunauts,0.04360,664,0.06862,485,-179,14
Arpit1Bansal,0.04351,665,0.04714,694,29,4
Palindrome _ X,0.04349,666,0.07217,449,-217,5
SimonNguyen,0.04349,667,0.04840,675,8,1
Daniel Spartakves,0.04331,668,0.05756,588,-80,4
Linh Nguyễn,0.04326,669,0.03830,757,88,6
Montasir,0.04310,670,0.05737,592,-78,2
Kilalon,0.04293,671,0.03447,776,105,13
Tri Babu,0.04291,672,0.04799,681,9,3
SYSA,0.04283,673,0.03289,786,113,9
Abhijit Rajkumar,0.04278,674,0.03419,780,106,7
AntonioYan,0.04272,675,0.08476,337,-338,2
wanghuijuan6428,0.04269,676,0.10447,176,-500,1
Srijan Ratrey,0.04267,677,0.03726,768,91,1
Rizal Shidiq,0.04264,678,0.04117,738,60,1
[Deleted] 9d2ca8f3-af7f-456f-a630-c20bec05b9d5,0.04262,679,0.04777,686,7,1
uday tripurani,0.04254,680,0.01925,862,182,1
LemonTree,0.04233,681,0.09038,282,-399,11
Aneesa Jadoon,0.04233,682,0.02717,813,131,2
Datadriver,0.04232,683,0.04302,727,44,5
hepzanechen,0.04228,684,0.06441,524,-160,5
Sam doctor,0.04225,685,0.01468,882,197,2
Emily Hu,0.04210,686,-0.00297,1079,393,3
Sabiha Malik,0.04191,687,0.04966,661,-26,6
Aya Youssef,0.04190,688,0.03735,767,79,4
abdonson,0.04186,689,0.13808,31,-658,62
Risikesan,0.04166,690,0.05126,652,-38,1
PUN,0.04164,691,0.04534,709,18,2
Benjamin,0.04138,692,0.04372,719,27,2
michel emil,0.04124,693,0.03618,774,81,4
404: Team Name Not Found,0.04117,694,0.06085,550,-144,16
metawave,0.04116,695,0.04847,674,-21,1
Burgundy xyz,0.04107,696,0.04399,718,22,5
量化如玄学,0.04084,697,0.04604,703,6,1
Vlad Snozyk,0.04072,698,0.04552,707,9,1
Siyuan,0.04063,699,0.04803,680,-19,14
longhoangvinh,0.04037,700,0.02456,832,132,1
ManhNguyen315,0.04030,701,0.01047,896,195,5
dangomu,0.04028,702,0.06177,544,-158,4
Nitin Raj,0.04019,703,0.07566,423,-280,1
Happyman-98,0.04003,704,0.01095,891,187,6
Amr Ashor,0.03983,705,0.03765,766,61,10
Malay Chand,0.03969,706,0.03869,755,49,5
Jincheng Wang,0.03965,707,0.05579,609,-98,8
Viet-Phuong-1204,0.03962,708,0.06888,484,-224,5
Karan Gupta,0.03956,709,0.04329,722,13,1
Lamii2901,0.03929,710,0.04525,710,0,5
hafts11,0.03923,711,0.02283,846,135,2
Andrew Heuer,0.03917,712,0.02402,839,127,6
John Mtulya,0.03889,713,0.02589,822,109,3
Yanzhao,0.03878,714,0.04570,706,-8,1
Momina9,0.03862,715,0.04305,725,10,3
Irene Khan,0.03862,716,0.04305,726,10,1
Hazel Wine,0.03858,717,0.04077,740,23,8
K.Alami24,0.03848,718,0.04410,717,-1,1
Ismail Ali Ahmed,0.03843,719,0.06241,538,-181,11
AShin,0.03826,720,0.07267,443,-277,6
Sourav,0.03825,721,0.05151,650,-71,5
Kkkkkkkyle Yu,0.03809,722,0.03817,760,38,1
KickYouOut,0.03788,723,0.07221,448,-275,1
William178,0.03783,724,0.08184,362,-362,9
Cheng zh1yuan,0.03770,725,0.03312,783,58,3
Kyle099,0.03750,726,0.03274,788,62,1
suika's playground,0.03742,727,0.07387,432,-295,15
Rohanrk1813,0.03739,728,0.04135,736,8,4
ali_ns95,0.03714,729,0.07782,406,-323,11
Priscilla Gemperle,0.03713,730,0.04316,723,-7,3
Rikuto Takeuchi,0.03708,731,0.02628,818,87,1
EvgenyKazenov,0.03677,732,0.02629,817,85,2
Sacha,0.03644,733,0.04037,745,12,2
lin_1021,0.03636,734,0.01935,861,127,1
bluetriad,0.03617,735,0.04336,721,-14,3
Here,0.03595,736,0.02828,804,68,9
HENRYOU889,0.03584,737,0.05913,573,-164,1
GML,0.03567,738,0.05372,633,-105,9
Lily Junkar,0.03565,739,0.03815,762,23,2
viraj sawant,0.03559,740,0.02588,823,83,4
Javier Reinoso Velasco,0.03540,741,0.07125,461,-280,30
Zhuzhu Bond,0.03535,742,0.03949,752,10,3
Q.W,0.03535,743,0.07527,427,-316,1
Yin Qiwei,0.03535,744,0.07527,428,-316,1
Oleg Zagorulko,0.03535,745,0.07527,429,-316,1
GARV,0.03521,746,0.03981,749,3,1
Nocima,0.03510,747,0.01469,881,134,1
Wei Zheng Choo,0.03498,748,0.06778,492,-256,6
YeYeWest,0.03494,749,0.04796,682,-67,11
Isaac Newtons,0.03471,750,0.02677,816,66,3
Peter Nemeth,0.03458,751,0.00421,921,170,1
Eugenio Macias Orozco,0.03444,752,0.07769,408,-344,4
Zheng Ganyixiao,0.03407,753,0.09774,230,-523,24
Santhosh & Shanjeev,0.03404,754,0.06806,490,-264,1
CARMEN.AI,0.03401,755,0.06936,476,-279,10
Jason Gou,0.03375,756,0.05114,653,-103,8
Divya2122,0.03363,757,0.00121,959,202,3
Joy Wu,0.03355,758,0.04669,698,-60,5
Raphaël,0.03337,759,0.06806,489,-270,10
Jeremy Sasson,0.03331,760,0.05056,656,-104,5
hanae tf,0.03328,761,0.05620,605,-156,1
Raijin,0.03328,762,0.05131,651,-111,11
adarsh_rajbhar1234@,0.03321,763,0.02057,856,93,2
Yuri,0.03311,764,0.04362,720,-44,6
Zahra ELHAMRAOUI,0.03300,765,0.02018,859,94,4
lookmomIampredicting,0.03296,766,0.06650,504,-262,22
Neo Li,0.03269,767,0.09685,247,-520,5
Mushroom_Man_5558,0.03268,768,0.05544,613,-155,3
Adam Dostie,0.03265,769,0.01253,888,119,1
Prathamesh Mistry,0.03265,770,0.07933,393,-377,21
xxxL Chaos us,0.03258,771,0.08480,336,-435,5
QADMMY,0.03254,772,-0.00713,1084,312,2
Klgv Klgv,0.03252,773,0.03280,787,14,3
Mahboob Biswas,0.03228,774,0.00535,918,144,1
Roman Shevchuk112,0.03224,775,0.02706,814,39,2
Jonathan Roth,0.03195,776,0.02742,810,34,3
ROZZZZ,0.03194,777,0.09708,237,-540,10
man_dry_bread,0.03184,778,0.04728,692,-86,3
test_crypto,0.03176,779,0.03300,784,5,5
Null,0.03175,780,0.01758,872,92,6
fsociety,0.03160,781,0.01298,887,106,3
LiuDongStar,0.03135,782,0.06217,539,-243,3
Quantropy,0.03074,783,0.03162,792,9,3
Orangelwlrma,0.03060,784,0.08296,353,-431,11
ichokawa.sos,0.03054,785,0.03827,758,-27,15
Eko_zzh,0.03046,786,0.00957,900,114,10
mindset324,0.03045,787,0.04287,728,-59,2
Deepak Saldanha,0.03040,788,0.05920,572,-216,8
R4N99a NGRO,0.03026,789,0.05973,562,-227,13
LizzyKG,0.03025,790,0.00307,927,137,1
Charismatic Pizza Party🍕,0.03017,791,0.01599,876,85,1
MCD NEO,0.03013,792,0.03678,771,-21,17
a3amaT02,0.02977,793,0.02608,819,26,4
bingo,0.02946,794,0.04959,663,-131,6
AKN,0.02936,795,0.02366,844,49,16
Gasset Mathieu,0.02919,796,0.06826,488,-308,1
Kevin Wong,0.02918,797,0.01426,883,86,1
Wednesday,0.02908,798,0.04816,677,-121,6
realtluu,0.02896,799,0.05446,624,-175,16
kk2695,0.02885,800,0.02865,801,1,1
MHAMEEN,0.02870,801,0.01893,864,63,1
The Data Person,0.02868,802,0.02422,835,33,2
Gilberto Batres-Estrada,0.02864,803,0.01533,879,76,1
LiWen Xue,0.02854,804,0.08206,360,-444,3
HYPEE SUN,0.02838,805,0.02476,831,26,2
vossipov,0.02827,806,0.02725,812,6,6
olougern111,0.02824,807,0.06642,506,-301,10
Benjamin Chan,0.02789,808,0.04879,671,-137,12
ganipesu,0.02787,809,0.15165,8,-801,33
xpsi,0.02761,810,0.04081,739,-71,8
DiaboliZe,0.02737,811,0.02367,843,32,5
vivekjoshi556,0.02723,812,0.01045,897,85,1
Mengjun Zhu,0.02715,813,0.07556,424,-389,16
Candice Kan,0.02713,814,0.02486,828,14,2
DDo Tuan,0.02680,815,0.02416,837,22,5
Soham Mukherjee47,0.02679,816,0.04448,714,-102,10
SY,0.02671,817,0.04043,744,-73,5
Adil Shamim,0.02671,818,0.05937,566,-252,2
Kenj,0.02657,819,0.02085,855,36,5
Oleg Kurilov,0.02644,820,0.04438,715,-105,1
JamieYu1,0.02639,821,0.02023,857,36,2
[Deleted] 3807f567-cdd8-49ad-868d-9f1ed1dd017b,0.02638,822,0.01878,866,44,7
Avinash Kaushal,0.02637,823,0.02687,815,-8,1
Aboudramane Traore,0.02606,824,0.02023,858,34,2
Sudhanshu3112,0.02576,825,0.04816,678,-147,1
[Deleted] 0922f603-a3ae-4f36-879d-959d46756480,0.02536,826,0.08662,315,-511,1
pencil red,0.02536,827,0.08662,311,-516,2
Abid Munna,0.02536,828,0.08662,314,-514,10
Sude Soylemez,0.02532,829,0.00779,910,81,1
Deng,0.02525,830,0.01916,863,33,1
liumi,0.02520,831,0.08895,291,-540,5
Juan Adames,0.02497,832,0.01490,880,48,1
huixucom,0.02493,833,0.02486,827,-6,7
Ylan,0.02491,834,0.08799,295,-539,5
Mikhail Pigolkin,0.02478,835,0.08694,310,-525,2
爱智智能aismart,0.02463,836,0.01877,867,31,1
Will,0.02448,837,0.00241,939,102,5
gamalelbayoumi,0.02413,838,0.03016,796,-42,1
Dilki Madara,0.02376,839,0.01245,889,50,1
De Marchi Fabio,0.02374,840,0.02775,806,-34,1
Manav Trivedi,0.02374,841,0.02775,807,-34,1
Alan,0.02374,842,0.01655,875,33,1
Yixuan Jing,0.02366,843,0.00921,904,61,8
Phan Manh,0.02361,844,0.00745,911,67,5
Antonio Rodriguez Hidalgo,0.02321,845,0.03434,778,-67,3
firas sheleh,0.02312,846,0.05376,631,-215,12
coc1 id,0.02229,847,0.01055,894,47,5
InchTelligence,0.02188,848,0.02512,826,-22,22
Sebastian Lindskog,0.02123,849,0.01307,886,37,1
Manan Jain,0.02103,850,0.03994,747,-103,12
newbyy,0.02100,851,0.01891,865,14,2
bakato,0.02072,852,0.05993,560,-292,5
Kawa,0.02068,853,0.01154,890,37,5
Moonis Haider 1932,0.02036,854,0.08525,330,-524,1
Pranjal_Verma__,0.02035,855,0.03039,795,-60,1
Prakhar Soni,0.02028,856,-0.00089,1007,151,1
ABIODUN TIAMIYU,0.01997,857,0.00782,908,51,1
Renoir,0.01954,858,0.02128,849,-9,8
Jimmy000003,0.01954,859,0.02128,850,-9,2
delta47x,0.01954,860,0.02128,851,-9,2
Pavel Spitsyn,0.01954,861,0.02128,852,-9,1
kruis tan,0.01954,862,0.02128,853,-9,2
Uranus,0.01954,863,0.02128,854,-9,6
Michel NGAPANOUN,0.01906,864,0.02343,845,-19,1
Zakaria Aala,0.01900,865,0.08190,361,-504,6
Thu NTA,0.01871,866,0.01667,874,8,4
TTT,0.01851,867,0.00580,915,48,2
AravindML,0.01812,868,0.03113,793,-75,1
SoarCraft,0.01785,869,0.08523,331,-538,8
Luca Brilhaus,0.01771,870,0.00504,919,49,1
piiikiu,0.01768,871,0.00314,926,55,7
Nader Hosseini Naghavi,0.01754,872,-0.01424,1087,215,1
twocatycm,0.01737,873,-0.00163,1022,149,3
Solomon Zewdu,0.01723,874,0.01807,870,-4,29
Just testing some stuff,0.01710,875,0.06007,559,-316,27
Hansen Zhong,0.01700,876,0.00953,901,25,2
DenisChelyab,0.01691,877,0.06011,557,-320,1
ri-ri,0.01673,878,0.00842,905,27,6
LEON,0.01643,879,0.07554,425,-454,5
JY,0.01617,880,0.08431,341,-539,1
[Deleted] f33c6297-eb3a-429c-8960-ab4f0a1711e9,0.01605,881,0.08619,319,-562,5
Prateek Kiran Mallick,0.01559,882,0.00087,970,88,2
Manoj Kumar,0.01554,883,0.01367,885,2,1
Leo Weiye Li,0.01551,884,0.01053,895,11,1
Dubnium,0.01522,885,0.02927,799,-86,5
priya1207,0.01498,886,0.08440,340,-546,1
Marcosshen,0.01495,887,0.02950,797,-90,1
younan iskander,0.01493,888,0.00334,925,37,2
Graham L,0.01426,889,0.08720,307,-582,38
[Deleted] fbcf8051-c91b-4bbe-893e-3c2b608c8842,0.01411,890,0.08718,308,-582,5
Banh Sua,0.01401,891,0.03437,777,-114,5
Sayonara,0.01393,892,0.07622,421,-471,5
souvik chand,0.01392,893,0.00791,907,14,1
MenghaoZhao,0.01378,894,0.09233,270,-624,10
"Kawahara, Taishi",0.01376,895,0.00718,912,17,1
Ilya Skarednov,0.01370,896,0.05926,568,-328,1
I2nfinit3y,0.01339,897,0.08792,296,-601,4
yu,0.01339,898,0.08792,297,-601,1
Martin Mbalkam,0.01323,899,0.05604,606,-293,1
Sercan Karaoğlu,0.01264,900,0.07903,396,-504,1
Abeirt,0.01262,901,0.02842,802,-99,5
Etienne Sultan,0.01209,902,0.01594,877,-25,1
IC0.2,0.01157,903,0.08394,343,-560,3
china LZU,0.01129,904,0.07889,397,-507,1
icfire_21,0.00994,905,0.01024,898,-7,2
dongbeiyujie,0.00927,906,0.05236,643,-263,5
ABHAY SINGH,0.00912,907,0.01540,878,-29,2
PEIKAI,0.00863,908,-0.00897,1085,177,2
Asapacsin Farland,0.00824,909,0.07374,434,-475,5
Sergey Petrov,0.00792,910,0.04017,746,-164,5
Ditiro Letsoalo,0.00765,911,0.01066,892,-19,4
Noirclerc,0.00720,912,-0.01085,1086,174,1
SDA,0.00663,913,0.02758,808,-105,4
Undercrofters,0.00603,914,0.08610,321,-593,5
Elliot Alderson,0.00603,915,0.00244,938,23,2
Idrissa M Dicko,0.00500,916,0.00021,984,68,4
Dhruvin99,0.00493,917,-0.00169,1023,106,1
insuperabile,0.00471,918,0.00566,916,-2,1
MyGO,0.00448,919,0.02606,820,-99,1
sudheer Singh,0.00448,920,0.02606,821,-99,2
Nobody,0.00444,921,0.02013,860,-61,6
Vignesh21TUIT155,0.00439,922,0.00089,968,46,6
Xiangyuan Mo,0.00431,923,-0.00264,1076,153,3
Conor McMullan,0.00427,924,0.00992,899,-25,5
KDQuant,0.00417,925,-0.00125,1011,86,2
Billys Ciprian2,0.00409,926,0.00083,971,45,5
NikiMath,0.00356,927,-0.00210,1043,116,1
wc,0.00330,928,0.00234,940,12,10
Fabbasso,0.00329,929,-0.00169,1024,95,1
Nohim Jayasinghe,0.00316,930,0.00299,930,0,3
Nguyễn Phương Thảo,0.00306,931,0.00009,986,55,4
xm oblak,0.00297,932,0.03815,763,-169,4
w_mb1_2000,0.00295,933,-0.00103,1009,76,1
Gabriel,0.00290,934,0.00040,981,47,2
WngHeMng0316,0.00282,935,0.08309,351,-584,2
ace366fbbf7,0.00266,936,0.00149,956,20,1
ALEX Tsttai,0.00263,937,-0.00300,1080,143,1
David I Achugbue,0.00259,938,0.03433,779,-159,1
visionglass,0.00255,939,0.00301,929,-10,1
wangliang9274,0.00239,940,0.00058,978,38,1
PPxxxl,0.00226,941,0.00108,964,23,3
[Deleted] a2c6609e-716b-446e-a1f3-0ab116862a61,0.00221,942,0.00254,935,-7,6
Felix Wernlein,0.00211,943,-0.00069,1003,60,4
Venkata Skandha Varma R,0.00199,944,0.00210,946,2,6
Warriors Long,0.00198,945,0.00034,982,37,5
Phoenix,0.00189,946,0.00157,953,7,2
Shamith/Pasidu,0.00189,947,-0.00104,1010,63,1
KrrishChoudhary109,0.00188,948,-0.00004,990,42,2
pinkwhale09,0.00176,949,0.04693,696,-253,4
Tumz,0.00172,950,0.00285,931,-19,1
Ayush sq,0.00170,951,-0.00259,1070,119,1
Mikey Marszewski,0.00170,952,-0.00259,1069,117,1
Pav Nasipudi,0.00170,953,-0.00259,1073,120,2
BeliverIN123,0.00170,954,-0.00259,1074,120,1
LEO157,0.00170,955,-0.00259,1075,120,1
qianbao hou,0.00170,956,-0.00259,1071,115,1
quantju,0.00170,957,-0.00259,1072,115,1
Vishal Painjane,0.00161,958,0.00781,909,-49,2
ML_Master,0.00153,959,0.00090,966,7,4
Arvind,0.00149,960,0.00179,950,-10,1
ChebbyChefNEQ,0.00144,961,0.00115,961,0,3
Chris Coovrey,0.00143,962,0.00047,979,17,2
JIMMYhuang03,0.00140,963,-0.00173,1025,62,6
KgaboSephesu,0.00139,964,-0.00036,996,32,1
OVERFITTERS,0.00135,965,-0.00089,1008,43,4
TOBI OJEBIYI,0.00133,966,-0.00070,1004,38,6
Raymussen Arthur,0.00127,967,-0.00156,1019,52,1
Ashder Karim,0.00126,968,0.00041,980,12,1
dixita mendpara,0.00125,969,0.00227,942,-27,1
Yany,0.00123,970,0.00929,902,-68,2
Lex K,0.00123,971,0.00929,903,-68,2
dreamer,0.00122,972,0.00117,960,-12,2
Yao Class Hunter,0.00122,973,0.00059,977,4,3
Panuwat.S,0.00106,974,0.00087,969,-5,1
rain on the train,0.00096,975,0.00090,967,-8,5
Taylor Y Jia,0.00095,976,-0.00183,1026,50,2
REMEY,0.00091,977,0.00349,924,-53,2
ducknew,0.00091,978,-0.00145,1018,40,6
Jay Patel #3,0.00089,979,0.00014,985,6,1
Quan Nguyen,0.00085,980,-0.00040,997,17,5
Jeffery Gao,0.00085,981,0.00111,962,-19,1
WRebelZ,0.00083,982,0.00537,917,-65,5
Aleksandr Storchak,0.00077,983,-0.00249,1067,84,1
Aminah Mir,0.00077,984,0.00172,951,-33,9
Maliha Mir,0.00077,985,0.00147,957,-28,5
Kyle,0.00066,986,0.00210,947,-39,10
Mahmoud Elshahed,0.00066,987,0.00428,920,-67,1
yyw8408,0.00058,988,-0.00015,993,5,3
YassY_The_AlchemYst,0.00053,989,0.00279,933,-56,4
Jonathan Jinzhao Yang,0.00047,990,-0.00086,1005,15,1
ken0819,0.00044,991,0.00227,943,-48,8
Volatility Surfs,0.00036,992,0.00156,954,-38,4
Colton Jones,0.00021,993,0.00203,949,-44,5
Nibirou,0.00019,994,0.00365,923,-71,3
菠萝,0.00015,995,-0.00140,1015,20,1
Giovanni Marco Dall'Olio,0.00006,996,-0.00210,1042,46,1
anirudh Siwach,0.00003,997,-0.00047,998,1,2
Anwiketh Reddy,0.00003,998,-0.00048,999,1,1
Raj Pratap Singh 08,0.00000,999,0.00000,989,-10,3
Muhammad Syazwan,-0.00009,1000,-0.00196,1036,36,1
Jessica Zhu,-0.00013,1001,0.00125,958,-43,5
HelenLiu_,-0.00016,1002,-0.00126,1013,11,1
ekozzh1k,-0.00016,1003,-0.00204,1041,38,3
JNL,-0.00017,1004,-0.00187,1035,31,4
Dragos Stefan Mihalcea,-0.00021,1005,0.00005,987,-18,2
ken19970819,-0.00024,1006,0.00226,944,-62,5
DeepThought,-0.00025,1007,0.00220,945,-62,1
Light&Thunder,-0.00027,1008,0.00261,934,-74,4
yuki #2,-0.00029,1009,-0.00005,991,-18,2
Niclo,-0.00030,1010,-0.00204,1038,28,1
yuki16,-0.00030,1011,-0.00204,1039,28,2
kaggle6,-0.00030,1012,-0.00204,1040,28,1
jason,-0.00030,1013,-0.00200,1037,24,3
李柏憲Steven,-0.00031,1014,-0.00036,995,-19,5
Sarkar Sagar,-0.00032,1015,-0.00014,992,-23,1
